coordinates,created_at,favorited,truncated,tweet_id_str,in_reply_to_user_id_str,tweet_text,tweet_contributors,id,retweet_count,in_reply_to_status_id_str,geo,retweeted,in_reply_to_user_id,user_profile_sidebar_border_color,user_name,user_profile_sidebar_fill_color,user_profile_background_tile,user_profile_image_url,user_location,user_created_at,user_id_str,user_follow_request_sent,user_profile_link_color,user_favourites_count,user_url,user_contributors,user_utc_offset,user_id,user_profile_use_background_image,user_listed_count,user_protected,user_lang,user_profile_text_color,user_followers_count,tweet_user_time_zone,user_verified,user_geo_enabled,user_profile_background_color,user_notifications,user_description,user_friends_count,user_profile_background_image_url,user_statuses_count,user_screen_name,user_following,in_reply_to_screen_name,tweet_source,place,in_reply_to_status_id,favorite_count,screen_name,tweet_lang,screen_name2,EST,screen_name3,user_created_EST,tweetQuarter,tweetmonth,tweetyear,containLink,numWords,numCharacters,screen_name4,col_id,tweet_text_adj
0,2017-09-05 10:39:25,0,0,905017517609021441,,Andra AP fonden Takes Position in Zions Bancorporation $ZION https://t.co/cukn51noiO,,905017517609021441,0,,,0,,C,MidEast Times,D,0,h,Florida,2013-12-28 20:16:47,2266388972,0,1,0,https://t.co/96UA5i1Zwk,0,-25200,2147483647,True,116,0,en,3,1638,Pacific Time (US & Canada),0,0,C,0,MidEast Times reports the business news of the day along with relevant finance news,55,http://abs.twimg.com/images/themes/theme1/bg.png,440022,midetimes,0,,IFTTT,,0,0,$ZION,,$ZION,2017-09-05 06:39:25,ZION,2013-12-28 15:16:47,3,9,2017,,10,84,ZION,14,Andra AP fonden Takes Position in Zions Bancorporation $ZION https://t.co/cukn51noiO
0,2017-09-05 10:39:25,0,0,905017520247238656,,$MPC ALERT: Marathon Petroleum Corporation SEC Filing From our Stock News Alerts App,,905017520247238656,0,,,0,,C,$Stocknewsalerts,D,0,h,,2014-02-22 15:38:57,2356524462,0,0,0,https://t.co/PQSytGvcf6,0,0,2147483647,True,210,0,en,3,2012,,0,0,C,0,Stock news alerts from press releases and SEC filingsFind the custom app in the appstore at Stock News Alerts by Pocket Information LLC,10,http://abs.twimg.com/images/themes/theme1/bg.png,589586,Allstocknews,0,,Stock News Alerts,,0,0,$MPC,,$MPC,2017-09-05 06:39:25,MPC,2014-02-22 10:38:57,3,9,2017,,12,84,MPC,15,$MPC ALERT: Marathon Petroleum Corporation SEC Filing From our Stock News Alerts App
0,2017-12-11 19:43:54,0,0,940306165807943680,,"Arbor Wealth Management LLC Raises Stake in EnviroStar, Inc. $EVI https://t.co/flK4UKiLwY",,940306165807943680,0,,,0,,C,The Markets Daily,D,0,h,,2017-04-05 00:25:40,849417718642159616,0,1,0,,0,0,2147483647,True,12,0,en,3,406,,0,0,F,0,,14,,254441,TheMarketsDaily,0,,Zapier.com,,0,0,$EVI,,$EVI,2017-12-11 14:43:54,EVI,2017-04-04 20:25:40,4,12,2017,,11,89,EVI,16,"Arbor Wealth Management LLC Raises Stake in EnviroStar, Inc. $EVI https://t.co/flK4UKiLwY"
0,2017-09-05 10:39:35,0,0,905017561208635394,,$tw_user_list/30$,,905017561208635394,0,,,0,,C,みち,D,0,h,,2011-12-18 01:08:07,439630782,0,1,0,,0,0,439630782,True,1,0,ja,3,54,,0,0,C,0,,389,http://abs.twimg.com/images/themes/theme1/bg.png,32987,Akosuah9tg,0,,twittbot.net,,0,0,$TW,,$TW,2017-09-05 06:39:35,TW,2011-12-17 20:08:07,3,9,2017,,1,17,TW,17,$tw_user_list/30$
0,2017-12-11 19:43:55,0,0,940306169674989571,,Russell Investments Group Ltd. Has $6 Million Position in Northern Dynasty Minerals Ltd. $NAK https://t.co/r1FpvaotP0,,940306169674989571,0,,,0,,C,The Markets Daily,D,0,h,,2017-04-05 00:25:40,849417718642159616,0,1,0,,0,0,2147483647,True,12,0,en,3,406,,0,0,F,0,,14,,254554,TheMarketsDaily,0,,Zapier.com,,0,1,$NAK,,$NAK,2017-12-11 14:43:55,NAK,2017-04-04 20:25:40,4,12,2017,,15,117,NAK,18,Russell Investments Group Ltd. Has $6 Million Position in Northern Dynasty Minerals Ltd. $NAK https://t.co/r1FpvaotP0
0,2017-05-11 08:12:56,0,0,862581274829041664,,"IMO, I'd like to see $AAPL buy both $NFLX and Hulu. The dream would be if they then bought $TSLA as well. Could you imagine? Wow...",,862581274829041664,0,,,0,,C,Kyan J Young,D,0,h,"Montana, USA",2017-03-22 15:55:34,844578305810550784,0,1,4,,0,0,2147483647,True,4,0,en,3,1236,,0,0,F,0,Stocks Trade Specialist,2739,,644,KyanJYoung,0,,Twitter Web Client,,0,0,$AAPL,,$AAPL,2017-05-11 04:12:56,AAPL,2017-03-22 11:55:34,2,5,2017,,26,131,AAPL,19,"IMO, I'd like to see $AAPL buy both $NFLX and Hulu. The dream would be if they then bought $TSLA as well. Could you imagine? Wow..."
0,2017-09-05 10:39:35,0,0,905017561468862464,,RT @CryptWhale: $KMD price will explode,,905017561468862464,49,,,0,,C,Crypto_CNBC,D,0,h,,2017-09-04 19:44:37,904792333950099459,0,1,64,,0,0,2147483647,True,0,0,en,3,23,,0,0,F,0,the CNBC for all things crypto,135,,67,cryptoCNBC,0,,Twitter for iPhone,,0,0,$BCC,,$BCC,2017-09-05 06:39:35,BCC,2017-09-04 15:44:37,3,9,2017,,6,39,BCC,21,RT @CryptWhale: $KMD price will explode
0,2017-12-11 19:43:56,0,0,940306174322335745,,WestRock Co $WRK Shares Bought by Patten Group Inc. https://t.co/xnWIMZQv9a,,940306174322335745,0,,,0,,C,The Markets Daily,D,0,h,,2017-04-05 00:25:40,849417718642159616,0,1,0,,0,0,2147483647,True,12,0,en,3,405,,0,0,F,0,,14,,254475,TheMarketsDaily,0,,Zapier.com,,0,0,$WRK,,$WRK,2017-12-11 14:43:56,WRK,2017-04-04 20:25:40,4,12,2017,,10,75,WRK,22,WestRock Co $WRK Shares Bought by Patten Group Inc. https://t.co/xnWIMZQv9a
0,2017-09-05 10:39:35,0,0,905017561468862464,,RT @CryptWhale: $KMD price will explode,,905017561468862464,50,,,0,,C,Crypto_CNBC,D,0,h,,2017-09-04 19:44:37,904792333950099459,0,1,81,,0,0,2147483647,True,0,0,en,3,22,,0,0,F,0,the CNBC for all things crypto,140,,79,cryptoCNBC,0,,Twitter for iPhone,,0,0,$BCH,,$BCH,2017-09-05 06:39:35,BCH,2017-09-04 15:44:37,3,9,2017,,6,39,BCH,23,RT @CryptWhale: $KMD price will explode
0,2017-05-11 08:12:56,0,0,862581274829041664,,"IMO, I'd like to see $AAPL buy both $NFLX and Hulu. The dream would be if they then bought $TSLA as well. Could you imagine? Wow...",,862581274829041664,0,,,0,,C,Kyan J Young,D,0,h,"Montana, USA",2017-03-22 15:55:34,844578305810550784,0,1,4,,0,0,2147483647,True,4,0,en,3,1247,,0,0,F,0,Stocks Trade Specialist,2739,,644,KyanJYoung,0,,Twitter Web Client,,0,0,$NFLX,,$NFLX,2017-05-11 04:12:56,NFLX,2017-03-22 11:55:34,2,5,2017,,26,131,NFLX,24,"IMO, I'd like to see $AAPL buy both $NFLX and Hulu. The dream would be if they then bought $TSLA as well. Could you imagine? Wow..."
0,2017-09-05 10:39:35,0,0,905017561468862464,,RT @CryptWhale: $KMD price will explode,,905017561468862464,50,,,0,,C,Crypto_CNBC,D,0,h,,2017-09-04 19:44:37,904792333950099459,0,1,81,,0,0,2147483647,True,0,0,en,3,22,,0,0,F,0,the CNBC for all things crypto,140,,79,cryptoCNBC,0,,Twitter for iPhone,,0,0,$ETH,,$ETH,2017-09-05 06:39:35,ETH,2017-09-04 15:44:37,3,9,2017,,6,39,ETH,26,RT @CryptWhale: $KMD price will explode
0,2017-05-11 08:12:56,0,0,862581274829041664,,"IMO, I'd like to see $AAPL buy both $NFLX and Hulu. The dream would be if they then bought $TSLA as well. Could you imagine? Wow...",,862581274829041664,0,,,0,,C,Kyan J Young,D,0,h,"Montana, USA",2017-03-22 15:55:34,844578305810550784,0,1,4,,0,0,2147483647,True,4,0,en,3,1273,,0,0,F,0,Stocks Trade Specialist,2740,,644,KyanJYoung,0,,Twitter Web Client,,0,0,$TSLA,,$TSLA,2017-05-11 04:12:56,TSLA,2017-03-22 11:55:34,2,5,2017,,26,131,TSLA,27,"IMO, I'd like to see $AAPL buy both $NFLX and Hulu. The dream would be if they then bought $TSLA as well. Could you imagine? Wow..."
0,2017-12-11 19:43:57,0,0,940306176138498053,,"The \back of the envelope\"" valuation analysis for $MSG is kinda amazing in this assets prices environment. And you get to own the Knicks!""",,940306176138498053,0,,,0,,C,Omri Velvart,D,0,h,Tel Aviv,2015-11-10 21:54:47,4159385567,0,1,1840,,0,0,2147483647,True,9,0,en,3,181,,0,0,C,0,"Value Investor, living in Tel Aviv, Israel | Managing Partner at Legacy Value Partners L.P | A Sports Fan.",214,http://abs.twimg.com/images/themes/theme1/bg.png,1874,Omrivelvart,0,,Twitter Web Client,,0,0,$MSG,,$MSG,2017-12-11 14:43:57,MSG,2015-11-10 16:54:47,4,12,2017,,24,137,MSG,28,"The \back of the envelope\"" valuation analysis for $MSG is kinda amazing in this assets prices environment. And you get to own the Knicks!"""
0,2017-09-05 10:39:35,0,0,905017561468862464,,RT @CryptWhale: $KMD price will explode,,905017561468862464,51,,,0,,C,Crypto_CNBC,D,0,h,,2017-09-04 19:44:37,904792333950099459,0,1,86,,0,0,2147483647,True,1,0,en,3,28,,0,0,F,0,the CNBC for all things crypto,147,,93,cryptoCNBC,0,,Twitter for iPhone,,0,0,$LTC,,$LTC,2017-09-05 06:39:35,LTC,2017-09-04 15:44:37,3,9,2017,,6,39,LTC,30,RT @CryptWhale: $KMD price will explode
0,2017-05-11 08:12:59,0,0,862581288322174977,,"RT @aaaamhim: $ELED CAN BREAK. 05 TODAY, whenever we want https://t.co/UwCCAwyofK ",,862581288322174977,176,,,0,,C,Xylina,D,0,h,Arlington,2017-02-04 09:14:12,827807459112792064,0,1,32,,0,0,2147483647,True,0,0,en,3,114,,0,0,F,0,Mayne's law: nobody notices the big errors. Making money day trading.,21,,387,iGd7YYqW1107CEY,0,,Twitter Web Client,,0,0,$ASTI,,$ASTI,2017-05-11 04:12:59,ASTI,2017-02-04 04:14:12,2,5,2017,,12,82,ASTI,31,"RT @aaaamhim: $ELED CAN BREAK. 05 TODAY, whenever we want https://t.co/UwCCAwyofK "
0,2017-12-11 19:43:57,0,0,940306178365632513,,"Pinebridge Investments L.P. Has $642,000 Holdings in Yum! Brands, Inc. $YUM https://t.co/Yj4prZCqRp",,940306178365632513,0,,,0,,C,The Markets Daily,D,0,h,,2017-04-05 00:25:40,849417718642159616,0,1,0,,0,0,2147483647,True,12,0,en,3,405,,0,0,F,0,,14,,254478,TheMarketsDaily,0,,Zapier.com,,0,0,$YUM,,$YUM,2017-12-11 14:43:57,YUM,2017-04-04 20:25:40,4,12,2017,,12,99,YUM,32,"Pinebridge Investments L.P. Has $642,000 Holdings in Yum! Brands, Inc. $YUM https://t.co/Yj4prZCqRp"
0,2017-09-05 10:39:35,0,0,905017561468862464,,RT @CryptWhale: $KMD price will explode,,905017561468862464,49,,,0,,C,Crypto_CNBC,D,0,h,,2017-09-04 19:44:37,904792333950099459,0,1,70,,0,0,2147483647,True,0,0,en,3,23,,0,0,F,0,the CNBC for all things crypto,136,,70,cryptoCNBC,0,,Twitter for iPhone,,0,0,$NEO,,$NEO,2017-09-05 06:39:35,NEO,2017-09-04 15:44:37,3,9,2017,,6,39,NEO,34,RT @CryptWhale: $KMD price will explode
0,2017-09-05 10:39:35,0,0,905017561468862464,,RT @CryptWhale: $KMD price will explode,,905017561468862464,50,,,0,,C,Crypto_CNBC,D,0,h,,2017-09-04 19:44:37,904792333950099459,0,1,72,,0,0,2147483647,True,0,0,en,3,23,,0,0,F,0,the CNBC for all things crypto,137,,74,cryptoCNBC,0,,Twitter for iPhone,,0,0,$OMG,,$OMG,2017-09-05 06:39:35,OMG,2017-09-04 15:44:37,3,9,2017,,6,39,OMG,35,RT @CryptWhale: $KMD price will explode
0,2017-05-11 08:12:59,0,0,862581288322174977,,"RT @aaaamhim: $ELED CAN BREAK. 05 TODAY, whenever we want https://t.co/UwCCAwyofK ",,862581288322174977,178,,,0,,C,Xylina,D,0,h,Arlington,2017-02-04 09:14:12,827807459112792064,0,1,32,,0,0,2147483647,True,0,0,en,3,114,,0,0,F,0,Mayne's law: nobody notices the big errors. Making money day trading.,21,,391,iGd7YYqW1107CEY,0,,Twitter Web Client,,0,0,$NXTD,,$NXTD,2017-05-11 04:12:59,NXTD,2017-02-04 04:14:12,2,5,2017,,12,82,NXTD,36,"RT @aaaamhim: $ELED CAN BREAK. 05 TODAY, whenever we want https://t.co/UwCCAwyofK "
0,2017-12-11 19:43:59,0,0,940306185571459072,,RT @Lazard: Alexandra Deignan joins Lazard as Head of Investor Relations $LAZ https://t.co/N8nfseldH2,,940306185571459072,4,,,0,,C,Jean-Marie Combes,D,0,h,,2016-04-18 12:41:20,722042329188679680,0,1,303,,0,0,2147483647,True,9,0,en,3,46,,0,0,F,0,Directeur Gestion Privée Lazard. Ceci est un profil personnel : mes tweets n'engagent que moi.,155,,521,jeanmariecombes,0,,Twitter for iPhone,,0,0,$LAZ,,$LAZ,2017-12-11 14:43:59,LAZ,2016-04-18 08:41:20,4,12,2017,,13,101,LAZ,37,RT @Lazard: Alexandra Deignan joins Lazard as Head of Investor Relations $LAZ https://t.co/N8nfseldH2
0,2017-09-05 10:39:35,0,0,905017561468862464,,RT @CryptWhale: $KMD price will explode,,905017561468862464,50,,,0,,C,Crypto_CNBC,D,0,h,,2017-09-04 19:44:37,904792333950099459,0,1,81,,0,0,2147483647,True,0,0,en,3,22,,0,0,F,0,the CNBC for all things crypto,140,,79,cryptoCNBC,0,,Twitter for iPhone,,0,0,$SGB,,$SGB,2017-09-05 06:39:35,SGB,2017-09-04 15:44:37,3,9,2017,,6,39,SGB,39,RT @CryptWhale: $KMD price will explode
0,2017-12-11 19:43:59,0,0,940306186477428737,,$TVIX for a PM ride....? Are you in?,,940306186477428737,1,,,0,,0,Luke-G,0,0,h,Canada,2010-01-10 23:39:51,103697853,0,3,774,,0,-18000,103697853,False,13,0,en,0,392,Eastern Time (US & Canada),0,0,0,0,TSX-NYSE. Toronto-New-York.  My radar. My Sources.  My thoughts. Just another trade Ideas source Lives for your trade. Out-of-box thinking.,393,http://abs.twimg.com/images/themes/theme1/bg.png,23,Bou_Yah,0,,Twitter Web Client,,0,2,$TVIX,,$TVIX,2017-12-11 14:43:59,TVIX,2010-01-10 18:39:51,4,12,2017,,8,36,TVIX,40,$TVIX for a PM ride....? Are you in?
0,2017-05-11 08:13:01,0,0,862581297511714817,,"RT @SmCapMarketPl: $ASTI Up +60.00% Trading $648,739 Dollars $GIGL $MYDX $TTCM $OPMZ $CHRO $NWBO $HHSE $PKGM $DOLV  $DTII $MYDX $NTFU $BVTK",,862581297511714817,143,,,0,,C,Annice,D,0,h,Sacramento,2017-04-05 00:36:04,849420336655470592,0,1,4,,0,0,2147483647,True,0,0,en,3,1,,0,0,F,0,Investing day trading. Mcdonald's corollary to murphy's law: in any given set of circumstances,25,,59,5csQp5xMAQlVVLo,0,,Twitter Web Client,,0,0,$ASTI,,$ASTI,2017-05-11 04:13:01,ASTI,2017-04-04 20:36:04,2,5,2017,,21,139,ASTI,42,"RT @SmCapMarketPl: $ASTI Up +60.00% Trading $648,739 Dollars $GIGL $MYDX $TTCM $OPMZ $CHRO $NWBO $HHSE $PKGM $DOLV  $DTII $MYDX $NTFU $BVTK"
0,2017-09-05 10:39:40,0,0,905017580355809280,,"RT @RALPHYLONDON: \The $auce Ain't For $ale\"" .. 9/15 https://t.co/J5d1075wcj""",,905017580355809280,13,,,0,,F,C.Heard,E,0,h,☁️,2011-03-28 17:40:30,273534532,0,0,45973,https://t.co/x9uBqO5P7i,0,-10800,273534532,True,43,0,en,3,3320,Atlantic Time (Canada),0,0,1,0,never not working. @TheDoobers #SeeHeard #doober,1255,http://pbs.twimg.com/profile_background_images/517508277454643200/cSC0sEPj.jpeg,225260,seeheard,0,,Twitter for iPad,,0,0,$ALE,,$ALE,2017-09-05 06:39:40,ALE,2011-03-28 13:40:30,3,9,2017,,10,76,ALE,43,"RT @RALPHYLONDON: \The $auce Ain't For $ale\"" .. 9/15 https://t.co/J5d1075wcj"""
0,2017-09-05 10:39:43,0,0,905017595673358336,,RT @KingBull14: ,,905017595673358336,415,,,0,,C,Eric,D,0,h,,2013-02-03 19:47:35,1146071197,0,1,3,,0,0,1146071197,True,0,0,en,3,0,,0,0,C,0,,303,http://abs.twimg.com/images/themes/theme1/bg.png,7,EricHokie12,0,,Twitter for iPhone,,0,0,$ALTS,,$ALTS,2017-09-05 06:39:43,ALTS,2013-02-03 14:47:35,3,9,2017,,3,16,ALTS,44,RT @KingBull14: 
0,2017-12-11 19:44:00,0,0,940306190445068288,,$SNSS on scans,,940306190445068288,0,,,0,,A,madaz,C,0,h,"Los Angeles, CA",2012-04-29 04:10:07,565969885,0,0,1710,https://t.co/VxnYba4pRS,0,-28800,565969885,True,351,0,en,3,13938,Pacific Time (US & Canada),0,0,0,0,Retired Structural Engineer. Hedonist. Full Time Day Trader w/ 6 Yrs Experience. IG:madazlifestyle SC:madaz_lifestyle #stocks #trading #daytrading,463,http://abs.twimg.com/images/themes/theme15/bg.png,25205,madaznfootballr,0,,TweetDeck,,0,1,$SNSS,,$SNSS,2017-12-11 14:44:00,SNSS,2012-04-29 00:10:07,4,12,2017,,3,14,SNSS,45,$SNSS on scans
0,2017-05-11 08:13:01,0,0,862581297511714817,,"RT @SmCapMarketPl: $ASTI Up +60.00% Trading $648,739 Dollars $GIGL $MYDX $TTCM $OPMZ $CHRO $NWBO $HHSE $PKGM $DOLV  $DTII $MYDX $NTFU $BVTK",,862581297511714817,144,,,0,,C,Annice,D,0,h,Sacramento,2017-04-05 00:36:04,849420336655470592,0,1,4,,0,0,2147483647,True,0,0,en,3,1,,0,0,F,0,Investing day trading. Mcdonald's corollary to murphy's law: in any given set of circumstances,25,,60,5csQp5xMAQlVVLo,0,,Twitter Web Client,,0,0,$NWBO,,$NWBO,2017-05-11 04:13:01,NWBO,2017-04-04 20:36:04,2,5,2017,,21,139,NWBO,46,"RT @SmCapMarketPl: $ASTI Up +60.00% Trading $648,739 Dollars $GIGL $MYDX $TTCM $OPMZ $CHRO $NWBO $HHSE $PKGM $DOLV  $DTII $MYDX $NTFU $BVTK"
0,2017-09-05 10:39:44,0,0,905017597720068096,,$tw_user_list/31$,,905017597720068096,0,,,0,,C,真優,D,0,h,,2011-12-20 05:44:03,441540263,0,1,0,,0,0,441540263,True,0,0,ja,3,35,,0,0,C,0,,386,http://abs.twimg.com/images/themes/theme1/bg.png,33077,69cumeasu,0,,twittbot.net,,0,0,$TW,,$TW,2017-09-05 06:39:44,TW,2011-12-20 00:44:03,3,9,2017,,1,17,TW,48,$tw_user_list/31$
